id,Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability
319,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),20:30,06h 00m,02:30,3.8,500,15
320,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Indu Travels,Non A/C Seater / Sleeper (2+1),20:35,07h 50m,04:25,3.8,399,11
321,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,HARITHA TRAVELS,A/C Seater / Sleeper (2+1),20:40,07h 50m,04:30,3.6,499,22
322,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Indu Travels,A/C Sleeper (2+1),20:40,07h 35m,04:15,4.2,649,18
323,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Sri Vinayaka Travels,NON A/C Seater/ Sleeper (2+1),20:40,07h 50m,04:30,4.0,495,23
324,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,HARITHA TRAVELS,Non A/C Seater / Sleeper (2+1),20:40,07h 20m,04:00,4.5,398,7
325,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),20:45,06h 00m,02:45,4.0,500,9
326,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Sri Shrinivasa Bus Transport (SSBT),NON A/C Semi Sleeper / Sleeper (2+1),20:45,06h 00m,02:45,3.6,490,21
327,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Indu Travels,Non A/C Seater / Sleeper (2+1),20:50,06h 50m,03:40,4.3,399,11
328,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),21:00,07h 00m,04:00,3.1,400,10
329,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Abhishek Bus,A/C Sleeper (2+1),21:00,07h 20m,04:20,4.4,799,17
330,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,PRL BUS,Non A/C Seater / Sleeper (2+1),21:00,07h 15m,04:15,4.0,400,8
331,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Sri Shrinivasa Bus Transport (SSBT),Non A/C Seater / Sleeper (2+1),21:00,06h 00m,03:00,4.0,490,20
332,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),21:15,05h 45m,03:00,4.3,700,12
333,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),21:30,06h 30m,04:00,3.8,450,18
334,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,INDHU BUS,Non A/C Seater / Sleeper (2+1),21:40,07h 00m,04:40,3.7,499,13
335,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,SUVARNAMUKHI TRAVELS,A/C Sleeper (2+1),21:45,06h 45m,04:30,1.8,800,8
336,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),20:00,06h 00m,02:00,2.3,500,14
337,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Ahobila Travels,Non A/C Seater / Sleeper (2+1),20:05,07h 10m,03:15,2.5,600,20
338,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Abhishek Bus,A/C Sleeper (2+1),20:20,04h 10m,00:30,2.5,1090,7
339,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,V Kaveri Travels,A/C Sleeper (2+1),21:00,06h 00m,03:00,3.8,900,3
340,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,BABA TRAVELS,Non A/C Seater / Sleeper (2+1),20:00,08h 20m,04:20,3.6,2000,35
341,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Dharshini Travels,Non A/C Seater / Sleeper (2+1),20:00,06h 20m,02:20,3.0,3000,42
342,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Golden Travels,A/C Seater / Sleeper (2+1),20:00,07h 10m,03:10,4.2,5000,1
343,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Giridhar Tours and Travels,A/C Seater / Sleeper (2+1),20:05,07h 25m,03:30,3.8,7999,30
344,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,BABA TRAVELS,Non A/C Seater / Sleeper (2+1),20:30,09h 30m,06:00,3.6,2000,35
345,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Dharshini Travels,Non A/C Seater / Sleeper (2+1),21:30,06h 30m,04:00,2.5,3000,42
346,Bangalore to Kadapa,https://www.redbus.in/bus-tickets/bangalore-to-kadapa,Sri Mukundha Travels,NON A/C Semi Sleeper / Sleeper (2+1),22:30,06h 00m,04:30,0.0,3999,38
347,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 45901,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,07h 20m,04:20,4.3,555,4
348,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5915,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,08h 05m,05:20,4.0,605,13
349,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5725,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,07h 25m,04:45,3.9,555,16
350,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5957,STAR LINER(NON-AC SLEEPER 2+1),21:30,06h 30m,04:00,4.0,719,18
351,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5927,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,06h 30m,04:15,4.3,555,8
352,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5973,STAR LINER(NON-AC SLEEPER 2+1),22:00,07h 30m,05:30,3.9,719,7
353,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5858,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,07h 27m,05:27,3.5,555,6
354,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5378,INDRA(A.C. Seater),22:00,06h 34m,04:34,4.3,671,17
355,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5869,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,06h 30m,04:45,4.3,555,11
356,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5862,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,07h 10m,05:25,3.9,555,12
357,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5993,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,07h 20m,05:50,4.0,555,8
358,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5901,STAR LINER(NON-AC SLEEPER 2+1),22:30,07h 30m,06:00,4.3,719,4
359,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 48603,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:30,06h 33m,05:03,4.3,852,19
360,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5875,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,07h 50m,06:20,3.7,555,8
361,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5925,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,05h 30m,04:15,4.1,555,17
362,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5019,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),22:55,06h 42m,05:37,3.6,684,7
363,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5905,INDRA(A.C. Seater),23:00,06h 50m,05:50,4.5,604,9
364,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5919,VENNELA (A.C. SLEEPER),23:00,06h 36m,05:36,3.8,992,3
365,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5903,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),23:30,06h 05m,05:35,4.1,682,14
366,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 48492,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,06h 40m,06:10,3.8,555,15
367,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5053,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,07h 05m,06:35,4.0,556,17
368,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,APSRTC - 5180,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:45,07h 15m,07:00,4.0,556,11
369,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),23:00,07h 35m,06:35,4.6,500,12
370,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Chandu Travels,A/C Sleeper (2+1),23:35,06h 55m,06:30,4.2,589,3
371,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Padmavathi Travels,A/C Sleeper (2+1),23:50,06h 55m,06:45,4.3,700,10
372,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:00,07h 47m,06:47,4.1,500,9
373,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Sri Vengamamba Bus Transport (SVBT),A/C Sleeper (2+1),22:30,07h 35m,06:05,4.4,700,6
374,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,V Kaveri Travels,NON A/C Sleeper (2+1),22:45,07h 25m,06:10,4.5,600,4
375,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,V Kaveri Travels,Scania AC Multi Axle Sleeper (2+1),23:20,07h 05m,06:25,4.0,1000,4
376,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),23:30,06h 30m,06:00,4.2,749,4
377,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Vikram Travels,A/C Seater / Sleeper (2+1),23:15,07h 05m,06:20,4.7,499,8
378,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:00,08h 10m,06:10,4.2,800,7
379,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Sri Krishna Travels,A/C Sleeper (2+1),23:15,06h 15m,05:30,4.1,750,10
380,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Sri Lakshmi Narasimha Travels (SLNT),Non A/C Seater / Sleeper (2+1),22:10,07h 15m,05:25,4.3,349,6
381,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Pspk Bus,Non A/C Seater / Sleeper (2+1),21:30,07h 00m,04:30,4.7,399,7
382,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Jagan Travels,Non A/C Seater / Sleeper (2+1),23:15,07h 02m,06:17,4.0,421,7
383,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Sri Lakshmi Narasimha Travels (SLNT),Non A/C Seater / Sleeper (2+1),22:20,08h 00m,06:20,4.0,610,1
384,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,VKV Travels,A/C Sleeper (2+1),23:20,06h 40m,06:00,5.0,1040,11
385,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Chandu Travels,Non A/C Seater / Sleeper (2+1),23:00,07h 00m,06:00,4.2,437,7
386,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Mozo travels,A/C Sleeper (2+1),00:40,06h 55m,07:35,4.6,800,7
387,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Sri Krishna Travels,A/C Semi Sleeper / Sleeper (2+1),22:00,07h 45m,05:45,3.6,500,20
388,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Sri Krishna Travels,NON A/C Semi Sleeper / Sleeper (2+1),22:15,07h 30m,05:45,3.3,450,20
389,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,KKaveri Travels,Non A/C Seater / Sleeper (2+1),21:30,08h 25m,05:55,3.5,450,11
390,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,V Kaveri Travels,NON A/C Sleeper (2+1),22:00,07h 55m,05:55,3.8,500,8
391,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,VV Vinayak Travels,A/C Sleeper (2+1),22:10,08h 30m,06:40,3.8,727,13
392,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),22:30,07h 15m,05:45,3.7,450,14
393,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Vihari Travels ,Non A/C Seater / Sleeper (2+1),22:00,08h 30m,06:30,3.8,599,8
394,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Kaveri Travels,A/C Sleeper (2+1),21:45,07h 30m,05:15,3.9,600,6
395,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:30,07h 42m,06:12,3.8,900,7
396,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,SAI PRASANNA TRAVELS,Non A/C Seater / Sleeper (2+1),22:00,07h 56m,05:56,3.6,350,3
397,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,KKaveri Travels,Non A/C Seater / Sleeper (2+1),23:00,07h 10m,06:10,3.4,500,12
398,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:40,07h 40m,05:20,3.5,350,5
399,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Vihari Travels ,NON AC Seater / Sleeper 2+1,21:50,08h 10m,06:00,3.8,299,3
400,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,VV Vinayak Travels,Non A/C Seater / Sleeper (2+1),22:30,08h 10m,06:40,3.7,404,11
401,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Sri Sahasra Tours and Travels,A/C Seater / Sleeper (2+1),22:50,07h 38m,06:28,3.4,450,9
402,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,KMBT Travels,NON A/C Sleeper (2+1),22:00,06h 50m,04:50,3.8,523,8
403,Ongole to Hyderabad,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:30,08h 10m,05:40,3.0,450,9
404,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6240,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",21:00,07h 00m,04:00,3.0,412,32
405,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6205,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,06h 00m,03:30,3.8,439,33
406,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 5295,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,05h 05m,03:05,2.6,439,33
407,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6073,INDRA(A.C. Seater),22:00,05h 00m,03:00,4.1,526,29
408,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 50181,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,06h 35m,04:50,3.6,439,32
409,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6207,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,05h 56m,04:26,3.9,439,19
410,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6065,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,05h 50m,04:35,4.4,439,17
411,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 5227,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,06h 45m,05:30,3.1,439,33
412,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 5283,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:50,06h 10m,05:00,1.3,439,33
413,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 9266,INDRA(A.C. Seater),23:00,05h 40m,04:40,3.8,526,34
414,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 7744,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,07h 30m,06:45,3.7,439,33
415,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 48483,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,06h 45m,06:00,2.9,439,31
416,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 48516,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,05h 40m,05:10,4.5,439,33
417,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 9254,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,06h 00m,05:30,3.5,439,34
418,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 6008,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:45,04h 35m,04:20,4.3,656,40
419,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 5272,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:50,06h 10m,06:00,2.7,439,33
420,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,APSRTC - 5977,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:50,06h 40m,06:30,4.5,439,31
421,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Sri Vinayaka Travels,NON A/C Sleeper (2+1),22:30,06h 15m,04:45,4.1,675,8
422,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Sri Vinayaka Travels,A/C Sleeper (2+1),22:30,06h 30m,05:00,3.9,809,13
423,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Sri Vinayaka Travels,NON A/C Seater/ Sleeper (2+1),22:30,06h 30m,05:00,3.8,719,6
424,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,AdAR & BCVR Travels,Non A/C Seater / Sleeper (2+1),23:00,06h 00m,05:00,4.6,450,31
425,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Maheswari Travels,Non A/C Seater / Sleeper (2+1),22:40,07h 00m,05:40,4.0,350,5
426,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,S R Travels,Non A/C Seater / Sleeper (2+1),22:40,06h 20m,05:00,3.8,500,22
427,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,S R Travels,Non A/C Seater / Sleeper (2+1),22:40,06h 35m,05:15,3.5,500,23
428,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,AdAR & BCVR Travels,Non A/C Seater / Sleeper (2+1),22:45,07h 15m,06:00,4.1,400,21
429,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,SUVARNAMUKHI TRAVELS,A/C Sleeper (2+1),22:45,05h 50m,04:35,4.0,650,10
430,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,PRL BUS,Non A/C Seater / Sleeper (2+1),22:45,06h 15m,05:00,4.2,400,16
431,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,CGR Travels,NON A/C Semi Sleeper / Sleeper (2+1),22:45,08h 10m,06:55,3.8,350,5
432,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Maheswari Travels,NON A/C Sleeper (2+1),22:50,07h 00m,05:50,4.0,499,13
433,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),22:55,06h 35m,05:30,4.3,450,14
434,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,INDHU BUS,Non A/C Seater / Sleeper (2+1),22:55,05h 45m,04:40,3.9,399,19
435,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,HARITHA TRAVELS,Non A/C Seater / Sleeper (2+1),23:00,06h 25m,05:25,3.8,349,13
436,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Indu Travels,A/C Sleeper (2+1),23:00,06h 00m,05:00,3.2,549,10
437,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Maheswari Travels,Non A/C Seater / Sleeper (2+1),23:00,06h 50m,05:50,3.7,399,16
438,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,HARITHA TRAVELS,A/C Seater / Sleeper (2+1),23:00,06h 35m,05:35,3.8,449,16
439,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:10,06h 50m,06:00,3.3,450,4
440,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Indu Travels,Non A/C Seater / Sleeper (2+1),23:15,05h 45m,05:00,3.5,349,14
441,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,CGR Travels,Non A/C Seater / Sleeper (2+1),23:15,06h 45m,06:00,4.3,700,6
442,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,CGR Travels,Non A/C Seater / Sleeper (2+1),23:15,08h 05m,07:20,4.0,550,6
443,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,AR & BCVR Travels,A/C Sleeper (2+1),23:15,06h 15m,05:30,3.9,800,13
444,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,PRL BUS,A/C Seater / Sleeper (2+1),23:25,06h 40m,06:05,4.1,400,20
445,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Giridhar Tours and Travels,A/C Seater / Sleeper (2+1),23:59,07h 00m,06:59,4.2,7999,40
446,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Sri Vengamamba Bus Transport(SVBT),Non A/C Seater / Sleeper (2+1),23:45,05h 15m,05:00,4.3,500,9
447,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,BHAIRAVA TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),23:45,06h 45m,06:30,3.9,399,20
448,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Royal Voyage Travels (RVT),A/C Seater / Sleeper (2+1),23:50,06h 20m,06:10,4.2,500,20
449,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Sri Shrinivasa Bus Transport (SSBT),NON A/C Semi Sleeper / Sleeper (2+1),23:50,05h 40m,05:30,4.1,490,18
450,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,ROYAL VOYAGE TRAVELS PRIVATE LIMITED,Non A/C Seater / Sleeper (2+1),23:55,06h 15m,06:10,4.2,600,15
451,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Sri Shrinivasa Bus Transport (SSBT),Non A/C Seater / Sleeper (2+1),23:55,05h 25m,05:20,4.8,490,23
452,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Sri Vengamamba Bus Transport(SVBT),Non A/C Seater / Sleeper (2+1),23:58,05h 02m,05:00,4.6,500,4
453,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Giridhar Tours and Travels,A/C Seater/Sleeper (2+1),23:59,05h 41m,05:40,4.2,600,29
454,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Sri Vengamamba Bus Transport(SVBT),A/C Sleeper (2+1),23:59,06h 01m,06:00,4.8,800,9
455,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),23:59,05h 46m,05:45,3.9,400,20
456,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Sri Shrinivasa Bus Transport (SSBT),Non A/C Seater / Sleeper (2+1),23:59,05h 31m,05:30,3.5,490,14
457,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,V Kaveri Travels,A/C Sleeper (2+1),23:59,06h 31m,06:30,3.4,600,13
458,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Giridhar Tours and Travels,Non A/C Seater / Sleeper (2+1),23:59,07h 01m,07:00,4.2,650,23
459,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,SLNS Travels,A/C Sleeper (2+1),23:59,07h 01m,07:00,4.1,800,18
460,Kadapa to Bangalore,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,S R Travels,NON A/C Sleeper (2+1),22:20,07h 10m,05:30,2.7,750,10
